ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDXX73050,Adonis\AS-119,Mr. Charlie Saur,M,1980-04-26,2021-06-14,2022-04-19,1,Netherlands Antilles,Djibouti,12025.65,1,1,1,1441.29
IDXX58214,Adonis\AS-633,Ms. Wendy Styles,F,1993-03-15,2021-11-01,2022-09-25,1,Timor-Leste,Hong Kong,3704.52,1,0,2,1145.87
IDYY99423,Calisto\CS-888,Ms. Susan Stewart,F,2016-04-29,2021-06-17,2022-04-24,0,Gaza Strip,Anguilla,9644.95,2,0,2,1728.78
IDXX23820,Adonis\AS-136,Mr. Vincent Morin,M,1993-09-25,2021-07-10,2022-06-11,1,Falkland Islands [Islas Malvinas],Aruba,7230.24,0,0,2,1941.78
IDXX59128,Adonis\AS-794,Ms. Frieda Pellerin,F,1995-12-25,2021-01-09,2021-07-15,1,Wallis and Futuna,Belgium,15945.18,1,0,1,2000.95
IDZZ93860,Omega\OG-813,Mr. Keith Gutierrez,M,1985-04-01,2021-12-13,2022-07-17,1,Equatorial Guinea,Lebanon,4465.99,2,0,2,836.39
IDYY48382,Calisto\CS-607,Ms. Jamie Aivao,F,2009-06-08,2021-10-19,2022-10-13,0,Uganda,Guinea,4742.49,0,1,1,729.94
IDZZ89702,Omega\OG-892,Ms. Betty Mcenany,F,1999-10-26,2021-06-24,2022-05-13,1,Jersey,Peru,9579.01,2,0,1,873.81
IDXX01529,Adonis\AS-367,Mr. Juan Lewis,M,2020-02-26,2021-03-16,2021-08-15,0,Lithuania,Morocco,3554.5,2,0,2,907.93
IDXX46098,Adonis\AS-284,Mr. Larry Roberts,M,2004-12-06,2021-07-05,2022-04-09,1,Dominican Republic,Netherlands Antilles,734.21,2,1,2,406.78
IDXX69221,Adonis\AS-731,Mr. Michael Falconi,M,1999-05-15,2021-08-31,2022-08-12,1,Barbados,New Zealand,13945.4,1,1,1,1619.95
IDXX44360,Adonis\AS-709,Ms. Linda Hutton,F,1992-12-27,2021-02-12,2021-09-07,1,Tanzania,Guatemala,13967.54,2,0,1,1706.44
IDXX88437,Adonis\AS-098,Ms. Mariah Lacomb,F,1983-07-17,2021-11-27,2022-05-26,1,Kazakhstan,Norfolk Island,13159.13,2,0,1,1612.31
IDYY81958,Calisto\CS-434,Ms. Josephine Paxton,F,2010-08-15,2021-03-24,2021-11-29,0,Mayotte,Luxembourg,7947.26,1,0,1,929.82
IDZZ99957,Omega\OG-880,Ms. Geneva Gibson,F,2002-06-11,2021-11-01,2022-07-15,1,Chile,Mayotte,11475.97,2,1,1,879.78
IDXX03259,Adonis\AS-430,Mr. Otis Dinapoli,M,1983-07-21,2021-11-01,2022-09-15,1,Falkland Islands [Islas Malvinas],Anguilla,7801.69,0,0,1,1288.61
IDYY38121,Calisto\CS-892,Ms. Agnes Riddle,F,1992-03-29,2021-02-26,2021-10-29,1,Papua New Guinea,United States,13115.59,1,0,1,1469.94
IDYY67558,Calisto\CS-660,Ms. Esther Hodnett,F,2021-07-04,2021-06-07,2022-03-04,0,Anguilla,Libya,8193.98,1,1,1,855.72
IDXX13271,Adonis\AS-168,Ms. Britt Ariza,F,1988-06-14,2021-10-03,2022-04-20,1,Denmark,British Virgin Islands,7346.74,1,0,1,1132.81
IDYY00239,Calisto\CS-040,Mr. Gerald Yost,M,2005-01-15,2021-12-04,2022-01-08,1,Uruguay,Sweden,12321.87,1,0,3,3380.37
IDZZ89489,Omega\OG-780,Ms. Nadine Coleman,F,1991-12-28,2021-12-25,2022-09-10,1,Réunion,South Africa,4155.82,2,1,2,640.48
IDYY13784,Calisto\CS-292,Ms. Virginia Mcnew,F,1997-12-08,2021-08-22,2022-08-13,1,Bulgaria,Libya,9924.81,0,0,2,855.21
IDXX08147,Adonis\AS-960,Ms. Betty Castle,F,2008-07-19,2021-07-21,2022-02-07,0,Czech Republic,Macedonia [FYROM],1034.83,2,1,1,271.59
IDYY23898,Calisto\CS-044,Ms. Crystal Wetzel,F,2005-10-08,2021-04-06,2021-11-04,1,Yemen,Tokelau,15591.68,1,0,2,1663.53
IDYY03120,Calisto\CS-727,Ms. Lily Kuker,F,1983-03-10,2021-07-18,2022-01-22,1,Myanmar [Burma],Belgium,8257.0,1,1,2,1566.28
IDYY51720,Calisto\CS-332,Mr. Earl Bullington,M,2020-11-20,2021-09-16,2022-28-03,0,Fiji,Canada,10604.99,1,1,1,1041.14
IDXX32878,Adonis\AS-895,Ms. Rebecca Long,F,2005-04-28,2021-07-18,2021-11-05,1,Colombia,Namibia,10501.98,1,0,2,2506.15
IDYY09933,Calisto\CS-922,Ms. Winnifred Ealy,F,1985-12-19,2021-07-14,2022-03-01,1,Vietnam,French Polynesia,11768.28,2,0,1,1245.63
IDXX02087,Adonis\AS-482,Mr. Eliseo Miller,M,2014-10-26,2021-11-08,2022-05-14,0,France,Trinidad and Tobago,7127.19,2,0,2,1631.17
IDXX49270,Adonis\AS-194,Ms. Leslie Stokes,F,2004-06-07,2021-06-24,2021-11-18,1,Guinea-Bissau,Martinique,4969.97,2,1,2,1165.28
IDYY22234,Calisto\CS-299,Mr. Cristopher Thomas,M,2009-07-21,2021-08-14,2022-01-19,0,Isle of Man,Costa Rica,8438.01,1,1,2,1489.25
IDZZ12107,Omega\OG-559,Mr. John Pickett,M,2015-08-02,2021-12-06,2022-05-08,0,Nepal,Palestinian Territories,4682.18,0,1,2,868.71
IDZZ14847,Omega\OG-668,Ms. Luetta Smith,F,2004-02-04,2021-05-05,2022-01-05,1,Cyprus,Dominican Republic,10000.78,1,0,1,1015.71
IDYY95105,Calisto\CS-305,Ms. Frances Bally,F,2018-01-01,2021-05-29,2021-10-08,0,Wallis and Futuna,Belarus,15075.55,2,1,2,2332.11
IDZZ92943,Omega\OG-632,Ms. Iris Stansberry,F,2020-11-23,2021-06-30,2021-09-19,0,Vanuatu,Aruba,13895.68,1,0,2,1975.41
IDXX54602,Adonis\AS-564,Mr. Martin Grubbs,M,2018-04-01,2021-12-18,2022-06-05,0,Ethiopia,Chad,2466.47,1,0,2,801.95
IDYY20812,Calisto\CS-143,Mr. Gerald Dieteman,M,2019-03-15,2021-12-07,2022-06-08,0,Isle of Man,Eritrea,5786.17,2,1,1,574.64
IDXX48826,Adonis\AS-234,Ms. Grace Castaneda,F,2013-01-14,2021-08-09,2022-06-04,0,Belize,Antarctica,11822.74,1,0,2,2663.76
IDYY38866,Calisto\CS-356,Mr. Max Graham,M,1987-07-07,2021-09-30,2022-03-21,1,Uruguay,Liechtenstein,11010.55,1,1,2,1961.42
IDXX41266,Adonis\AS-052,Ms. Suzanne Thompson,F,1996-04-11,2021-11-25,2022-07-01,1,Greece,Italy,842.91,0,0,1,572.71
IDXX62228,Adonis\AS-462,Mr. Cruz Jackson,M,1993-07-19,2021-02-23,2021-06-08,1,South Korea,Burkina Faso,12486.32,1,1,2,2610.36
IDXX85386,Adonis\AS-988,Ms. Pamela White,F,2005-06-22,2021-03-25,2021-05-08,0,Faroe Islands,Western Sahara,4218.4,0,0,3,1664.68
IDXX17924,Adonis\AS-696,Mr. Marvin Kennedy,M,1990-05-19,2021-08-13,2022-03-03,1,Malta,Uruguay,10552.55,1,1,1,1312.72
IDXX96669,Adonis\AS-532,Mr. Charles Cantu,M,2010-03-07,2021-08-22,2022-04-11,0,Haiti,Australia,17264.81,2,0,1,1924.93
IDYY16075,Calisto\CS-192,Mr. George Smiley,M,2013-08-25,2021-12-10,2022-02-02,0,Zimbabwe,United Kingdom,8835.35,1,0,2,1719.25
IDYY70599,Calisto\CS-096,Ms. Darleen Lewis,F,2011-06-06,2021-11-26,2022-10-22,0,Netherlands,Belize,8769.68,0,0,2,1826.35
IDZZ96038,Omega\OG-631,Ms. Tamara Dunn,F,2009-08-29,2021-07-13,2022-05-14,0,Brunei,Armenia,7969.97,2,0,2,1152.81
IDZZ17187,Omega\OG-168,Ms. Rose Messina,F,1995-08-02,2021-07-06,2021-10-08,1,Barbados,Sri Lanka,15062.34,2,1,2,1884.78
IDZZ21862,Omega\OG-909,Ms. Daniela Hundley,F,2008-01-21,2021-10-08,2022-02-20,0,Tunisia,North Korea,9609.25,0,1,2,1403.34
IDYY77803,Calisto\CS-415,Ms. Sau Owen,F,2017-08-29,2021-09-20,2022-02-18,0,Nicaragua,Ghana,9195.9,2,0,2,1647.73
IDZZ57216,Calisto\cs-857,Ms. Michelle Mason,F,2000-05-05,2021-08-31,2021-09-24,1,Guadeloupe,Jordan,9828.45,0,1,2,1536.32
IDZZ69717,Omega\OG-250,Ms. Christina Son,F,1993-12-05,2021-01-27,2021-02-01,1,Armenia,Romania,1753.85,2,1,2,455.42
IDXX65356,Adonis\AS-160,Mr. Roland Rees,M,2006-09-20,2021-04-30,2021-06-22,0,Norfolk Island,Gaza Strip,15602.72,1,0,2,3416.08
IDXX86738,Adonis\AS-355,Ms. Herminia Guerra,F,1990-07-10,2021-10-29,2022-04-29,1,Lithuania,Martinique,8363.72,1,1,1,1114.62
IDYY85003,Calisto\CS-097,Ms. Cassandra Vine,F,1980-02-20,2021-07-01,2021-11-12,1,Uruguay,Falkland Islands [Islas Malvinas],2167.03,1,1,2,689.4
IDYY58691,Calisto\CS-545,Ms. Roberta Hawkins,F,1981-09-21,2021-01-02,2021-10-14,1,Greenland,Oman,8042.61,0,1,1,1051.61
IDXX42831,Adonis\AS-549,Ms. Amanda Morris,F,2007-01-21,2021-12-20,2022-04-24,0,Kiribati,Solomon Islands,3508.62,1,1,2,904.84
IDXX81724,Adonis\AS-725,Mr. Casey Bradley,M,2000-11-27,2021-05-28,2021-06-25,1,Belize,Moldova,10494.68,1,0,2,2505.21
IDYY01168,Calisto\CS-963,Ms. Coletta Tharp,F,1988-10-27,2021-09-24,2022-06-17,1,Djibouti,Namibia,4678.95,1,1,1,714.64
IDYY56127,Calisto\CS-901,Mr. Robert Orr,M,2012-02-10,2021-09-14,2021-10-14,0,Madagascar,Gibraltar,8216.54,1,1,3,1450.3
IDXX57206,Adonis\AS-567,Ms. Eloise Wilson,F,2018-02-01,2021-01-29,2021-03-24,0,Angola,Italy,5933.05,2,1,2,1256.3
IDZZ04932,Omega\OG-160,Ms. Anna Carper,F,1989-02-16,2021-07-01,2022-06-19,1,Solomon Islands,Bouvet Island,12578.5,2,0,2,1807.57
IDZZ21080,Omega\OG-331,Mr. Samuel Porche,M,1981-30-04,2021-06-28,2022-02-20,1,Northern Mariana Islands,Monaco,12003.53,2,0,2,1738.15
IDXX89841,Adonis\AS-721,Ms. Eleanor Meeks,F,2012-09-07,2021-03-25,2021-06-21,0,Cayman Islands,Madagascar,14531.2,2,0,2,3117.91
IDYY39885,Calisto\CS-505,Ms. Margaret Gandy,F,1981-04-17,2021-01-15,2021-11-08,1,Denmark,San Marino,1387.41,0,1,1,575.39
IDZZ55447,Omega\OG-291,Ms. Mildred Hoppe,F,1995-12-29,2021-06-16,2021-07-17,1,Greece,Kosovo,400.36,2,1,3,339.63
IDZZ96319,Omega\OG-428,Ms. Diane Moreno,F,2007-06-12,2021-02-25,2021-25-12,0,Morocco,Taiwan,11748.97,1,1,2,1539.9
IDYY18235,Calisto\CS-337,Ms. Eunice Stark,F,2000-04-24,2021-11-23,2022-07-17,1,Laos,Pitcairn Islands,14892.44,2,0,3,2673.17
IDZZ37880,Omega\OG-471,Mr. Corey Colby,male,2009-02-20,2021-11-07,2022-03-27,0,Saint Vincent and the Grenadines,Brazil,3200.96,2,0,2,575.03
IDYY10955,Calisto\CS-103,Mr. Thomas Roberson,M,2001-06-30,2021-04-13,2021-04-20,1,Chad,Ethiopia,2466.47,0,1,2,842.55
IDZZ99181,Omega\OG-998,Mr. Matthew Cruz,M,1985-10-29,2021-08-24,2022-01-02,1,Cook Islands,Turkmenistan,15810.24,2,0,2,2199.2
IDZZ78891,Omega\OG-668,Mr. Rick Early,M,1995-12-27,2021-12-15,2022-07-09,0,Niger,Ethiopia,3627.8,1,0,2,846.8
IDYY50573,Calisto\CS-596,Mr. Eugene Keel,M,1998-12-18,2021-02-28,2021-03-29,1,Niger,Kosovo,3035.67,0,0,2,1027.6
IDZZ60942,Omega\OG-988,Ms. Connie Cook,F,2021-05-19,2021-06-06,2021-06-24,0,Marshall Islands,Kuwait,12778.29,2,0,2,1722.57
IDXX28542,Adonis\AS-318,Mr. Mario Fashaw,M,1992-02-15,2021-03-22,2021-08-30,1,Christmas Island,Faroe Islands,12217.72,2,0,2,2749.85
IDZZ18237,Omega\OG-047,Mr. Frank Carlson,M,1991-03-22,2021-03-24,2021-11-12,1,São Tomé and Príncipe,Malawi,3401.19,2,1,1,448.6
IDZZ64724,Omega\OG-740,Ms. Alicia Thompson,F,2018-04-29,2021-02-26,2021-06-19,0,Fiji,Northern Mariana Islands,5307.85,2,1,2,750.97
IDYY57935,Calisto\CS-102,Ms. Audrey Snyder,F,2017-01-12,2021-01-03,2021-07-10,0,Papua New Guinea,Palestinian Territories,12156.11,1,0,2,2243.4
IDXX10083,Adonis\AS-739,Ms. Janet Mumma,F,2009-04-26,2021-03-03,2022-01-23,0,Cyprus,Benin,4270.76,0,1,2,1128.58
IDXX93750,Adonis\AS-685,Ms. Ethel Saad,F,2010-03-18,2021-06-06,2021-10-22,0,Chad,Bahamas,9893.99,1,1,2,2042.79
IDZZ98173,Omega\OG-705,Ms. Maxine Young,F,1985-07-25,2021-12-09,2022-06-10,1,Dominica,Singapore,17559.11,2,0,1,1355.23
IDYY64557,Calisto\CS-930,Mr. Jose Peel,M,2020-04-18,2021-05-24,2021-11-28,0,Romania,Portugal,2790.3,2,0,2,624.83
IDYY04624,Calisto\CS-335,Mr. Martin Moreau,M,2018-05-24,2021-02-19,2021-07-12,0,Guernsey,Mongolia,7191.38,1,1,2,1310.72
IDYY48119,Calisto\OG-110,Ms. Monique Gould,F,2012-02-23,2021-02-26,2022-01-20,0,Togo,Svalbard and Jan Mayen,7787.4,1,0,1,927.8
IDXX81065,Adonis\AS-510,Ms. Karla Sims,F,1980-03-16,2021-06-24,2021-12-26,1,Nauru,Liechtenstein,14400.26,1,1,2,2961.14
IDYY62509,Calisto\CS-762,Mr. Jesus Vitale,M,1997-03-11,2021-01-22,2021-12-24,1,Cameroon,Faroe Islands,6272.02,0,0,1,1036.38
IDZZ80063,Omega\OG-914,Ms. Ronni Pastrana,F,2019-10-16,2021-02-21,2021-09-04,0,Canada,Grenada,6203.17,2,1,2,843.46
IDZZ44963,Omega\OG-548,Ms. Caroline Johnson,F,1993-10-24,2021-01-01,2021-03-13,1,Belgium,Samoa,15934.99,1,0,2,2324.79
IDZZ69529,Omega\OG-334,Ms. Maria Davenport,F,2002-07-14,2021-01-05,2021-07-25,1,Sri Lanka,Cocos [Keeling] Islands,2854.69,1,0,2,751.07
IDXX02776,Adonis\AS-157,Mr. Scott Peterson,M,2010-10-29,2021-09-08,2022-03-13,0,San Marino,Singapore,10023.24,2,0,2,2205.71
IDZZ94005,Omega\OG-118,Mr. Elias Hampton,M,1981-09-25,2021-10-27,2022-03-14,1,Botswana,Kazakhstan,8892.38,2,0,2,1368.9
IDXX02843,Adonis\AS-940,Ms. Amanda Griffen,F,1998-02-09,2021-11-27,2022-09-09,1,Armenia,Niue,15968.66,2,0,1,1891.79
IDYY45296,Calisto\CS-245,Ms. Marcia Kennedy,F,2005-10-27,2021-04-19,2021-11-05,1,Jordan,United Kingdom,4155.22,0,0,1,868.63
IDZZ44944,Omega\OG-139,Ms. Christina Hines,F,2019-09-22,2021-05-29,2021-07-05,0,Vietnam,Guyana,17501.09,2,1,2,2072.28
IDYY85996,Calisto\CS-728,Ms. Eugenia Lumpkin,F,2000-01-19,2021-05-06,2021-11-23,1,Suriname,Bolivia,2398.66,0,1,1,667.99
IDYY51031,Calisto\CS-848,Mr. Ronald Quella,M,1987-01-14,2021-04-22,2022-03-30,1,Costa Rica,Mauritius,15725.72,1,1,1,1510.41
IDZZ24365,Omega\OG-208,Mr. Albert Jones,M,1997-12-27,2021-04-05,2021-10-30,1,Bolivia,Réunion,12195.68,1,1,2,1686.56
IDYY05437,Calisto\CS-049,Ms. Gay Humphrey,F,1992-04-04,2021-02-22,2021-12-28,1,Canada,Armenia,8993.12,2,1,1,913.67
IDYY09842,Calisto\CS-298,Mr. Bradley Monaghan,M,2008-05-05,2021-02-15,2022-01-26,0,Tokelau,Réunion,13868.62,1,1,1,1265.07
IDXX11026,Adonis\AS-589,Ms. Deborah Schrader,F,1997-01-14,2021-08-10,2021-09-21,1,Bahrain,Nicaragua,3035.67,2,1,2,2708.85
IDYY52890,Calisto\CS-226,Mr. Jefferey Miller,M,2000-01-22,2021-09-16,2022-08-01,1,South Georgia and the South Sandwich Islands,Thailand,14410.7,1,1,1,1420.39
IDYY45245,Calisto\CS-023,Mr. Reed Keeney,M,Tue Mar  1 00:00:00 2016,2021-11-26,2021-12-14,0,Lesotho,Singapore,8703.69,2,0,2,1572.01
IDZZ29181,Omega\OG-361,Ms. Marlene Crockett,F,2020-09-05,2021-11-09,2021-11-19,0,Netherlands Antilles,North Korea,13940.65,1,0,2,1967.26
IDYY71258,Calisto\CS-127,Mr. Scott Frazier,M,2000-05-06,2021-08-06,2022-04-25,1,Montenegro,Lesotho,8101.26,1,1,1,955.6
IDYY33258,Calisto\CS-538,Ms. Roxanne Dawson,F,1993-01-22,2021-04-18,2021-06-05,1,Palestinian Territories,French Guiana,9632.12,1,0,3,2734.87
IDYY32893,Calisto\CS-865,Ms. Betty Frank,F,1988-10-25,2021-07-01,2021-08-20,1,Tonga,South Africa,13959.81,2,0,2,2536.6
IDZZ62795,Omega\OG-711,Mr. Tony Spicer,M,2007-09-24,2021-Jul-08,2022-03-10,0,Benin,Senegal,1914.7,0,0,1,530.15
IDYY18429,Calisto\CS-186,Mr. George Kenimer,M,1996-07-15,2021-04-28,2022-04-14,1,Belgium,Pitcairn Islands,15039.97,2,1,1,1356.41
IDYY71765,Calisto\CS-552,Ms. Susan Phillips,F,1993-01-20,2021-02-07,2021-06-21,1,Kenya,Eritrea,1704.89,1,1,2,618.76
IDZZ66055,Omega\OG-922,Mr. Gregory Davis,M,1995-08-08,2021-01-23,2021-09-15,1,Uganda,Somalia,1601.76,1,0,1,503.25
IDXX25369,Adonis\AS-971,Mr. Dominic Turman,M,2012-04-27,2021-07-17,2021-10-20,0,Afghanistan,Romania,3831.61,1,0,2,1064.15
IDXX48016,Adonis\AS-556,Mr. William Dickey,M,2002-06-26,2021-03-06,2022-02-20,1,El Salvador,Armenia,12382.23,2,0,2,2779.91
IDZZ22602,Omega\OG-798,Mr. Dale French,M,2015-07-01,2021-11-23,2022-10-11,0,Equatorial Guinea,Liberia,2250.25,2,0,1,319.29
IDXX63127,Adonis\AS-295,Ms. Helen Prindle,F,1988-10-18,2021-04-02,2021-08-05,1,Algeria,Vietnam,10854.55,2,0,2,2475.87
IDXX43928,Adonis\AS-475,Mr. Sonny Everette,M,2006-02-27,2021-03-16,2021-04-15,0,British Virgin Islands,Barbados,797.66,0,1,2,499.21
IDXX00369,Adonis\AS-751,Ms. Carolyn Sahara,F,1993-12-21,2021-06-17,2022-01-24,1,Chile,Thailand,17710.99,1,0,1,2166.19
IDYY94881,Calisto\CS-549,Ms. Judy Atkins,F,2007-10-20,2021-08-24,2022-02-02,0,Tokelau,Slovenia,15846.58,2,0,2,2717.72
IDYY22470,Calisto\CS-388,Ms. Maria Stamour,F,2003-10-26,2021-02-04,2021-12-21,1,Vanuatu,Georgia,13910.87,2,1,1,1276.25
IDXX03880,Adonis\AS-139,Mr. William Truss,M,2005-04-05,2021-04-24,2021-06-21,1,El Salvador,Kyrgyzstan,13687.86,1,1,2,2824.93
IDZZ80217,Omega\OG-815,Ms. Dana Applegate,F,1991-04-08,2021-08-04,2022-04-02,1,China,Fiji,9820.69,0,0,2,1696.06
IDYY52695,Calisto\CS-711,Mr. Angel Lara,M,1989-06-30,2021-10-19,2022-08-12,1,Hungary,Taiwan,8922.2,1,0,1,1135.42
IDXX81989,Adonis\AS-254,Ms. Rosa Hetzler,F,1995-01-12,2021-01-10,2021-09-07,1,Montserrat,Nauru,14360.15,1,0,1,1843.87
IDYY19491,Calisto\CS-431,Mr. James Hanover,M,1985-11-03,2021-11-23,2022-03-30,1,Aruba,Northern Mariana Islands,14923.74,2,1,2,2426.17
IDYY21542,Calisto\CS-650,Mr. Leland Topping,M,2007-03-31,2021-12-06,2022-01-13,0,Djibouti,Norway,6090.63,1,1,2,1155.8
IDYY71885,Calisto\CS-474,Ms. Heather Eyre,F,2005-12-19,2021-05-18,2021-11-14,0,Canada,Italy,7713.72,2,0,2,1406.58
IDXX19407,Adonis\AS-156,Ms. Rita Sadler,F,1993-04-01,2021-12-04,2022-11-29,1,Réunion,Bhutan,6589.15,1,1,1,959.07
IDXX15619,Adonis\AS-331,Ms. Terry Pack,F,2019-04-26,2021-10-03,2022-06-26,0,Haiti,United Arab Emirates,12521.51,2,1,2,2434.87
IDZZ63145,Omega\OG-783,Ms. Rosa Duggan,F,2017-01-14,2021-04-18,2021-06-01,0,Venezuela,Jersey,7638.3,2,0,2,1105.31
IDZZ22911,Omega\OG-598,Mr. Mark Huff,M,1992-12-28,2021-03-20,2021-08-30,1,Botswana,Sri Lanka,6975.66,0,1,2,1219.77
IDZZ86763,Omega\OG-278,Mr. Karl Burrell,M,2011-06-09,2021-05-06,2022-01-26,0,Jamaica,Timor-Leste,17344.82,1,0,1,1349.04
IDZZ42203,Omega\OG-077,Mr. John Mangual,M,2008-06-06,2021-11-21,2022-08-07,0,São Tomé and Príncipe,Jersey,5521.53,2,0,2,854.61
IDXX05881,Adonis\AS-232,Mr. Dale Pegues,M,2007-10-23,2021-12-27,2022-06-15,0,Djibouti,Uganda,1626.99,2,1,2,477.35
IDZZ60392,Omega\OG-264,Ms. Marcia Billingsley,F,2006-02-05,2021-06-27,2022-06-06,1,Aruba,Oman,13016.58,2,0,1,1079.22
IDXX10286,Adonis\AS-917,Ms. Dale Goguen,F,1990-11-28,2021-07-13,2021-09-14,1,Syria,Vietnam,7250.87,1,0,2,1844.58
IDZZ84662,Omega\OG-373,Mr. Jay Miller,M,2015-11-09,2021-10-06,2021-11-17,0,Netherlands Antilles,Vanuatu,13987.04,1,1,2,1776.39
IDYY92822,Calisto\CS-868,Mr. Harry Hendrickson,M,1986-11-09,2021-07-31,2022-01-30,1,New Caledonia,Colombia,13322.97,1,0,2,2551.04
IDXX15031,Adonis\AS-560,Mr. Eric Young,M,2015-03-26,2021-12-03,2022-09-23,0,Venezuela,Bolivia,2549.97,2,1,1,413.07
IDXX08940,Adonis\AS-387,Ms. Holly Johnson,F,1998-07-16,2021-09-26,2021-11-06,1,Serbia,Slovakia,527.53,0,0,3,660.7
IDYY78070,Calisto\CS-413,Ms. Sandra Buerger,F,1987-09-07,2021-08-22,2022-01-08,1,Mauritania,Ukraine,4817.82,0,1,2,1189.68
IDZZ33437,Omega\OG-007,Mr. Jay Dominick,M,1994-04-27,2021-10-10,2022-08-15,1,Yemen,Paraguay,12398.13,2,0,1,1050.27
IDZZ91186,Omega\OG-256,Ms. Carrie Hernandez,F,1993-05-04,2021-11-28,2022-02-13,1,Martinique,Northern Mariana Islands,15446.02,2,0,3,2153.52
IDYY75039,Calisto\CS-136,Ms. Gloria Jones,F,2010-10-16,2021-05-12,2021-07-23,0,Cyprus,Estonia,2685.04,0,1,2,766.8
IDYY65202,Calisto\CS-693,Ms. Mary Degenfelder,F,2015-03-08,2021-06-07,2022-01-24,0,Cook Islands,Djibouti,17434.53,1,0,1,1701.5
IDZZ07817,Omega\OG-849,Ms. Alecia Kincaid,F,1990-11-20,2021-07-04,2021-11-24,1,Niue,Saint Helena,14754.2,2,0,2,2063.35
IDYY25014,Calisto\CS-007,Ms. Helen Arrington,F,2013-04-13,2021-02-17,2021-24-02,0,South Korea,Turkey,7798.67,0,0,2,1659.76
IDZZ90120,Omega\OG-430,Mr. Thomas Mastoris,M,2004-09-04,2021-03-07,2021-06-29,1,Hungary,Comoros,7004.33,1,0,2,1244.3
IDZZ10184,Omega\OG-142,Ms. Marsha Garcia,F,1985-10-11,2021-08-06,2021-08-24,1,Mauritius,French Guiana,12327.44,2,1,2,1606.68
IDZZ04519,Omega\OG-117,Mr. James Santiago,M,1991-12-13,2021-03-21,2021-06-18,1,Liechtenstein,Ukraine,1616.96,0,1,2,639.54
IDXX25167,Adonis\AS-405,Ms. Robbie Marsh,F,2000-05-18,Wed Oct  6 00:00:00 2021,2022-03-01,1,Japan,Gabon,13283.4,2,1,2,2664.72
IDYY84177,Calisto\CS-935,Mr. Bill Lancaster,M,2015-03-05,2021-10-01,2022-09-27,0,Timor-Leste,Gaza Strip,10664.84,2,1,1,936.44
IDZZ64312,Omega\OG-927,Mr. Lester Williamson,M,1992-04-15,2021-05-09,2021-08-09,1,Eritrea,Poland,4481.22,1,0,2,952.87
IDXX60718,Adonis\AS-575,Mr. Lloyd Koehler,M,2001-12-21,2021-12-30,2022-11-11,1,Zimbabwe,Kuwait,5728.36,0,0,1,1074.51
IDYY00996,Calisto\CS-597,Mr. Daniel Mcrae,M,2006-10-25,2021-07-29,2022-06-18,0,Portugal,New Caledonia,17896.05,1,1,2,2851.43
IDYY21337,Calisto\CS-757,Mr. Russell Johnston,M,2021-10-22,2021-06-30,2022-02-03,0,Oman,Guadeloupe,12031.37,1,0,1,1258.65
IDYY12601,Calisto\CS-269,Mr. Joel Stroud,M,2006-03-26,2021-07-28,2021-09-23,0,Puerto Rico,Cambodia,16487.49,2,0,2,2812.95
IDYY65688,Calisto\CS-023,Ms. Deborah Schuyler,F,2011-04-17,2021-07-14,2021-11-04,0,Réunion,Puerto Rico,13995.0,2,1,2,2175.63
IDZZ21198,Omega\OG-448,Ms. Angie Gravatt,F,1987-04-10,2021-12-10,2022-06-09,1,São Tomé and Príncipe,Thailand,10481.74,2,0,1,927.54
IDZZ70532,Omega\OG-117,Ms. Svetlana Zipfel,F,1998-10-03,2021-03-03,2021-07-20,1,Finland,Palestinian Territories,3405.44,2,1,2,639.79
IDZZ03364,Omega\OG-432,Mr. Anthony Roberts,M,2005-07-25,2021-10-13,2022-05-10,1,Tajikistan,Benin,7550.66,0,1,1,873.48
IDXX22708,Adonis\AS-599,Mr. William Geisinsky,M,2021-08-06,2021-01-09,2021-10-30,0,Haiti,Kuwait,11631.73,1,0,2,2618.7
IDZZ72766,Omega\OG-677,Mr. Christopher West,M,2021-08-15,2021-10-13,2022-09-13,0,Chad,Taiwan,10528.29,1,0,1,924.1
IDXX25029,Adonis\AS-670,Mr. Christopher Lopez,M,1988-12-07,2021-09-22,2021-09-29,1,Egypt,Cyprus,957.87,2,0,2,483.26
IDYY13004,Calisto\CS-268,Mr. Peter Clark,M,1996-02-25,2021-12-04,2022-07-11,1,Martinique,Guinea-Bissau,4969.97,1,1,1,735.72
IDXX58335,Adonis\AS-657,Ms. Betty Battle,F,2017-08-10,2021-11-26,2022-08-30,0,Iceland,Guinea-Bissau,5924.95,1,0,1,894.3
IDYY90161,Calisto\CS-166,Ms. Jeanne Clancy,F,2003-12-05,2021-07-08,2021-07-16,1,North Korea,Nepal,4155.82,2,1,2,865.39
IDXX43225,Adonis\AS-668,Ms. Rosina Perry,F,2020-02-14,2021-12-20,2022-04-04,0,Laos,Poland,7842.91,1,1,2,1680.45
IDYY28034,Calisto\CS-492,Mr. William Hong,M,2007-02-25,2021-03-10,2021-04-27,0,Nepal,Maldives,3033.21,0,0,2,901.69
IDXX08882,Adonis\AS-468,Mr. David Brazee,M,2005-03-25,2021-11-19,2022-08-06,1,Kuwait,Malawi,4945.5,2,1,2,1291.48
