ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDYY98803,Calisto\CS-689,Mr. Thomas Ojala,M,2018-01-26,2021-12-19,2022-11-17,0,Belarus,Vanuatu,14485.26,1,0,1,1464.81
IDXX67334,Adonis\AS-669,Ms. Heather Pell,F,1989-08-26,2021-10-06,2022-09-13,1,Bhutan,Turkey,5213.03,1,0,1,922.31
IDXX59775,Adonis\AS-004,Mr. Ronald Randall,M,1998-12-08,2021-01-16,2021-11-12,1,Jamaica,Benin,8607.88,0,0,1,
IDXX45843,Adonis\AS-266,Ms. Jasmine Zimmerman,F,1990-05-05,2021-06-29,2021-08-10,1,Somalia,Japan,9863.87,1,0,2,2379.62
IDYY84240,Calisto\CS-909,Mr. Jon Vann,M,2015-10-26,2021-02-04,2021-03-03,0,Nepal,Bahamas,13768.95,2,1,2,2145.2
IDZZ65470,Omega\OG-932,Mr. Herman Serisky,M,1999-06-10,2021-12-12,2021-12-24,1,Mauritania,Kenya,5800.45,1,0,2,1110.05
IDYY70450,Calisto\CS-401,Ms. Vanetta Casler,F,2021-09-16,2021-08-29,2022-02-01,0,Indonesia,Mali,12998.94,2,1,2,
IDXX87805,Adonis\AS-814,Mr. Michael Pitts,M,1982-04-19,2021-07-31,2022-05-08,1,Chile,Puerto Rico,6022.26,0,1,2,1522.97
IDYY60760,Calisto\CS-446,Mr. Miguel Vanwassenhove,M,2012-01-19,2021-11-11,2022-04-11,0,China,Guinea-Bissau,11757.62,1,0,2,
IDZZ51967,Omega\OG-491,Mr. Jason Sims,M,2003-05-06,2021-03-26,2021-10-15,1,China,Greenland,7783.02,0,1,1,889.91
IDXX38145,Adonis\AS-697,Ms. Doris Sorrell,F,2019-06-22,2021-01-09,2021-03-28,0,Denmark,Austria,1033.0,1,1,2,
IDYY71770,Calisto\CS-253,Mr. Leroy Scott,M,1997-10-21,2021-04-06,2021-10-10,1,Greenland,Palestinian Territories,6238.5,1,1,2,1277.33
IDXX02757,Adonis\AS-115,Ms. Jill Mayfield,F,2016-04-25,2021-01-31,2021-05-12,0,Nauru,Equatorial Guinea,17436.82,2,1,2,3320.54
IDYY51994,Calisto\CS-960,Ms. Jacqueline Wampler,F,2016-02-22,2021-07-27,2021-11-10,0,Guernsey,Honduras,8284.36,1,1,2,1460.56
IDXX25586,Adonis\AS-384,Ms. Barbara Mccutchen,F,2002-04-08,2021-11-26,2022-01-16,1,Vatican City,Morocco,2065.59,1,1,3,
IDYY38446,Calisto\CS-947,Ms. Marjorie Sawyers,F,2012-03-24,2021-03-25,2021-10-17,0,Angola,Isle of Man,7585.27,1,0,2,1514.89
IDZZ21423,Omega\OG-346,Ms. Etta Barth,F,1992-11-29,2021-07-14,2022-06-09,1,Andorra,Barbados,6675.36,2,0,1,699.47
IDZZ95376,Omega\OG-825,Mr. Shane Broyles,M,2008-05-21,2021-11-14,2021-12-07,0,United Arab Emirates,Afghanistan,1786.3,2,1,2,
IDYY72736,Calisto\CS-142,Ms. Jennifer Tester,F,1990-08-20,2021-07-05,2022-05-01,1,Haiti,Guadeloupe,1103.74,1,0,2,606.66
IDYY10594,Calisto\CS-277,Mr. Billy Whiteman,M,1995-09-11,2021-06-13,2021-12-09,1,Honduras,Uruguay,6225.23,2,0,2,1293.92
IDXX09893,Adonis\AS-645,Mr. Vern Jackson,M,2008-06-20,2021-12-17,2022-03-15,0,Gambia,Saudi Arabia,6429.1,0,1,2,1515.73
IDZZ43051,Omega\OG-675,Ms. Ann Diaz,F,2012-08-14,2021-12-24,2022-02-23,0,Mongolia,Pakistan,3476.01,0,0,2,822.71
IDXX15044,Adonis\AS-481,Mr. Alexander Dube,M,2004-09-28,2021-08-06,2022-04-22,1,India,South Korea,5022.22,2,0,1,
IDXX88742,Adonis\AS-215,Mr. Hobert Bonney,M,2006-10-03,2021-12-23,2022-09-27,0,Bahamas,Kosovo,8798.16,1,0,1,1191.1
IDZZ74300,Omega\OG-703,Mr. Henry Evans,M,1996-04-16,2021-07-23,2022-04-12,1,Guam,Wallis and Futuna,5174.55,2,1,1,548.48
IDXX27886,Adonis\AS-688,Ms. Cristine Maung,F,2019-05-14,2021-03-08,2021-04-02,0,Tonga,Indonesia,8005.79,1,1,2,1706.01
IDYY03989,Calisto\CS-445,Ms. Susan Wheeler,F,2005-11-29,2021-07-10,2022-01-02,1,Vanuatu,Burundi,14864.85,1,1,2,2521.69
IDYY64939,Calisto\CS-993,Ms. Bridget Handsaker,F,1993-07-16,2021-12-16,2022-01-09,1,Ecuador,Oman,14606.58,1,0,3,3932.76
IDXX40699,Adonis\AS-443,Ms. Constance Wilkins,F,2003-09-20,2021-01-23,2021-01-29,1,Uzbekistan,Colombia,13438.08,2,1,2,2677.65
IDYY23735,Calisto\CS-309,Ms. Sally Tee,F,2015-12-01,2021-03-06,2021-08-23,0,China,Central African Republic,8980.82,1,0,2,1730.41
IDZZ25822,Omega\OG-218,Ms. Ebony Cargile,F,2011-04-16,2021-01-01,2021-09-13,0,Antarctica,Saudi Arabia,11481.74,1,0,1,995.11
IDXX39925,Adonis\AS-996,Mr. Kenneth Dickerson,M,2019-12-15,2021-07-26,2021-08-11,0,Norway,Netherlands Antilles,8153.43,2,1,2,1651.86
IDZZ43099,Omega\OG-053,Ms. Tina Bohnet,F,2018-05-01,2021-01-12,2021-02-05,0,Palau,Mozambique,11235.48,2,1,2,1387.83
IDZZ52253,Omega\OG-722,Mr. Delbert Pham,M,1998-12-13,2021-10-03,2022-08-02,1,Martinique,Rwanda,10169.8,2,0,1,902.82
IDZZ80945,Omega\OG-450,Ms. Alexis Hefferman,F,2018-10-04,2021-08-26,2022-07-21,0,Honduras,Armenia,12085.56,1,1,1,
IDYY49313,Calisto\CS-422,Ms. Janine Staelens,F,2018-09-15,2021-02-12,2021-03-27,0,Saint Vincent and the Grenadines,Italy,7726.09,0,1,3,2049.1
IDZZ07507,Omega\OG-795,Mr. Stephen Moller,M,2018-09-08,2021-02-02,2021-08-24,0,French Southern Territories,Puerto Rico,14807.46,1,1,1,1061.44
IDXX44604,Adonis\AS-740,Ms. Maxine Marshall,F,2017-08-28,2021-09-13,2022-06-27,0,Mali,Kyrgyzstan,7815.09,1,1,1,973.33
IDZZ96158,Omega\OG-822,Mr. John Mccafferty,M,1987-09-21,2021-12-04,2022-10-29,1,Canada,Cuba,4512.91,1,0,2,950.07
IDYY75261,Calisto\CS-995,Ms. Debra Gonzalez,F,1985-03-03,2021-09-19,2022-08-17,1,Bahamas,Slovenia,8215.3,1,0,1,1072.82
IDYY96137,Calisto\CS-585,Mr. Curtis Kitchel,M,1987-04-12,2021-01-05,2021-05-14,1,New Zealand,Mexico,11126.48,1,1,2,1981.52
IDZZ40238,Omega\OG-870,Mr. Bryon Walker,M,1990-09-30,2021-10-14,2022-04-01,1,Haiti,Anguilla,975.87,1,1,2,
IDYY43936,Calisto\CS-575,Ms. Verna Evans,F,2004-07-18,2021-05-22,2022-03-29,1,Ecuador,Macau,17438.82,2,1,1,1527.91
IDXX55026,Adonis\AS-716,Mr. Jimmy Jines,M,1984-10-25,2021-10-23,2021-12-09,1,Bangladesh,Pakistan,2208.24,2,0,2,
IDZZ94198,Omega\OG-008,Mr. Francisco Reddick,M,2012-03-09,2021-10-31,2022-09-21,0,Saint Kitts and Nevis,United Arab Emirates,11788.55,1,1,1,
IDYY69709,Calisto\CS-953,Mr. Andrew Dodson,M,1980-11-24,2021-04-24,2021-10-29,1,Gibraltar,Pakistan,6809.6,0,0,1,
IDXX02937,Adonis\AS-481,Ms. Nadine Griffin,F,2016-08-11,2021-03-10,2021-09-13,0,Gambia,Nicaragua,7548.53,1,1,1,939.46
IDXX51523,Adonis\AS-534,Ms. Paula Haza,F,2018-02-21,2021-04-30,2021-08-25,0,Seychelles,Djibouti,2327.16,0,1,2,
IDZZ53870,Omega\OG-345,Mr. Donny Kelly,M,2016-04-17,2021-06-06,2022-04-10,0,French Southern Territories,Netherlands,12805.13,1,1,2,1655.16
IDZZ71533,Omega\OG-458,Ms. April Lopez,F,1993-07-08,2021-07-17,2021-08-27,1,Senegal,Djibouti,6174.93,0,1,2,1142.18
IDYY21588,Calisto\CS-580,Mr. Juan Webb,M,1987-04-13,2021-05-29,2021-06-28,1,Ethiopia,Sierra Leone,5745.35,1,0,2,1343.24
IDZZ16618,Omega\OG-195,Ms. Clara Peace,F,1996-04-26,2021-09-29,2022-03-01,1,Philippines,Guinea-Bissau,14546.31,2,0,2,2048.11
IDXX53870,Adonis\AS-096,Mr. Rolando Lyman,M,2002-12-02,2021-05-05,2022-04-03,1,Marshall Islands,Kazakhstan,10473.08,2,0,2,2394.18
IDZZ24789,Omega\OG-882,Mr. Richard Yetsko,M,1981-02-16,2021-03-07,2021-04-26,1,Guam,Tonga,5828.96,1,0,2,1108.81
IDZZ16306,Omega\OG-090,Ms. Nancy Meeks,F,2010-09-20,2021-03-11,2021-11-25,0,Maldives,Heard Island and McDonald Islands,6265.49,0,0,1,
IDZZ05210,Omega\OG-306,Ms. Carol Haskins,F,1991-10-17,2021-11-12,2021-12-10,1,Serbia,Denmark,1586.62,2,1,2,437.64
IDZZ66521,Omega\OG-730,Ms. Eleanor Hull,F,2005-07-05,2021-04-14,2021-07-22,1,Seychelles,Saudi Arabia,3374.59,0,1,2,839.16
IDZZ94710,Omega\OG-491,Ms. Adrian Wilkins,F,1989-10-26,2021-04-19,2021-09-04,1,Zambia,Sri Lanka,6300.67,1,0,2,1159.68
IDYY23671,Calisto\CS-657,Ms. Judy Angel,F,2011-08-21,2021-08-09,2022-05-08,0,Serbia,Comoros,6638.77,0,1,2,1338.36
IDXX06670,Adonis\AS-854,Ms. Mildred Edwards,F,2012-02-29,2021-06-11,2022-06-07,0,Nigeria,Russia,9480.35,0,1,1,1216.57
IDYY22679,Calisto\CS-951,Mr. Tom Mason,M,2019-11-30,2021-01-15,2021-05-10,0,Northern Mariana Islands,Ukraine,10257.2,1,1,2,
IDZZ69811,Omega\OG-583,Ms. Elizabeth Letarte,F,1991-03-22,2021-11-02,2022-06-28,1,Croatia,Aruba,8658.62,2,0,1,
IDZZ38134,Omega\OG-739,Mr. Roger Rode,M,2019-06-11,2021-05-30,2021-09-22,0,Monaco,Dominica,7142.38,1,1,2,
IDZZ23727,Omega\OG-597,Ms. Deborah Wright,F,1981-06-18,2021-10-06,2022-09-17,1,Lesotho,Indonesia,9557.82,0,0,2,1675.99
IDXX02038,Adonis\AS-251,Mr. Stephen Bowden,M,2008-07-22,2021-09-30,2022-03-31,0,French Southern Territories,Namibia,5294.37,0,0,1,927.26
IDXX21170,Adonis\AS-276,Mr. Dirk Byrd,M,2009-04-25,2021-06-11,2021-07-22,0,Belize,Côte d'Ivoire,9025.88,0,0,2,2207.54
IDZZ59730,Omega\OG-974,Mr. Eric Knapp,M,2004-06-14,2021-02-16,2021-09-28,1,Saint Pierre and Miquelon,Armenia,7615.81,2,1,1,
IDYY27065,Calisto\CS-815,Ms. Louise Minard,F,2000-09-08,2021-05-31,2022-05-17,1,Syria,Mayotte,5341.9,1,0,1,
IDXX15495,Adonis\AS-892,Ms. Kathy Coard,F,1986-02-23,2021-02-14,2021-02-22,1,Ethiopia,Vietnam,7389.26,2,0,2,1775.87
IDZZ83038,Omega\OG-983,Mr. Javier Smith,M,2011-07-27,2021-01-14,2021-03-26,0,Germany,Fiji,16063.72,2,1,2,1908.14
IDXX48103,Adonis\AS-678,Mr. Louis Carvalho,M,2010-03-06,2021-11-18,2022-03-15,0,Bahrain,Northern Mariana Islands,9640.64,0,0,2,2322.61
IDYY79603,Calisto\CS-274,Mr. Tim Stroh,M,2016-12-28,2021-06-08,2022-04-16,0,Sierra Leone,Australia,15937.39,1,0,2,2849.72
IDYY70772,Calisto\CS-782,Ms. Mildred Phair,F,2016-06-28,2021-02-27,2021-07-07,0,Cuba,American Samoa,10833.42,2,1,2,1723.66
IDZZ41458,Omega\OG-383,Mr. Edgar Sousa,M,2000-01-27,2021-11-02,2022-09-14,1,Kiribati,Namibia,17003.06,1,1,1,1288.2
IDXX70329,Adonis\AS-323,Mr. Raymond Hall,M,1989-08-21,2021-08-26,2022-06-26,1,Azerbaijan,Panama,12459.4,1,0,2,
IDZZ88282,Omega\OG-093,Ms. Judith Hurst,F,2017-03-17,2021-12-03,2022-03-21,0,Honduras,Iraq,12466.11,2,1,2,1516.22
IDYY27930,Calisto\CS-704,Ms. Diane Mccormack,F,2013-04-15,2021-01-30,2021-03-26,0,United Arab Emirates,Central African Republic,3985.88,2,1,2,736.72
IDYY91290,Calisto\CS-869,Ms. Dana Barksdale,F,2014-05-31,2021-08-23,2022-03-12,0,Barbados,Dominica,316.22,0,0,2,
IDXX94713,Adonis\AS-180,Mr. Raymond Sokol,M,2006-12-02,2021-10-12,2022-04-21,0,Ghana,Saint Pierre and Miquelon,6778.33,0,0,1,
IDZZ74416,Omega\OG-041,Ms. Veronica Selkirk,F,1987-07-05,2021-03-17,2021-12-30,1,Paraguay,Syria,12127.15,1,0,1,
IDYY81599,Calisto\CS-762,Mr. Ricky Baker,M,2010-03-26,2021-12-08,2022-08-05,0,Colombia,Seychelles,14467.21,1,1,1,1306.83
IDYY61755,Calisto\CS-343,Mr. Tony Eldridge,M,1991-06-19,2021-10-02,2022-09-02,1,Pitcairn Islands,South Africa,13121.61,1,1,1,
IDZZ87968,Omega\OG-692,Mr. Jason Pearson,M,2021-02-17,2021-05-24,2022-04-01,0,Yemen,Nauru,13073.37,2,0,1,
IDYY34284,Calisto\CS-382,Mr. Jason Wallace,M,1999-05-16,2021-03-29,2021-04-10,1,Argentina,Svalbard and Jan Mayen,14113.0,1,1,3,3423.83
IDXX63250,Adonis\AS-732,Mr. Alan Lopez,M,2005-02-22,2021-10-14,2021-12-09,1,Benin,São Tomé and Príncipe,1121.48,0,0,2,726.35
IDXX49209,Adonis\AS-152,Mr. Rudolph Smith,M,2017-09-06,2021-02-04,2021-08-01,0,Austria,Kyrgyzstan,4722.16,1,0,2,
IDYY12306,Calisto\CS-525,Mr. Sean Blount,M,2020-06-14,2021-03-04,2021-10-05,0,Yemen,Mayotte,3180.68,0,0,1,683.34
IDYY91469,Calisto\CS-570,Mr. George Rodriguez,M,2021-04-22,2021-01-12,2021-02-20,0,Mayotte,Spain,7782.63,0,1,3,2059.13
IDYY64232,Calisto\CS-444,Ms. Mattie Goodenow,F,2002-03-27,2021-06-09,2021-07-25,1,Kuwait,Guernsey,4744.62,1,0,3,1559.21
IDZZ44960,Omega\OG-064,Ms. Jaime Brown,F,2020-11-11,2021-06-14,2021-06-26,0,Seychelles,Brunei,6666.09,1,0,3,
IDYY87133,Calisto\CS-813,Mr. Robert Bray,M,2019-10-04,2021-05-01,2021-09-20,0,Belize,Costa Rica,974.38,0,1,2,
IDXX27473,Adonis\AS-020,Ms. Jane Hensley,F,1998-06-25,2021-10-04,2022-03-31,1,Niue,Romania,16748.37,2,1,2,3276.9
IDXX03988,Adonis\AS-118,Ms. Anna Arndt,F,2020-08-12,2021-02-04,2021-05-23,0,Georgia,Bhutan,4535.59,0,0,2,1308.16
IDYY99293,Calisto\CS-797,Ms. Laura Fenster,F,2014-12-26,2021-07-16,2022-05-08,0,Australia,Barbados,18098.79,1,1,2,
IDYY04505,Calisto\CS-788,Ms. Darlene Romero,F,1987-03-22,2021-07-07,2021-10-30,1,Malawi,Algeria,5788.15,1,0,2,1349.9
IDZZ98780,Omega\OG-992,Mr. Thomas Cobb,M,1988-07-30,2021-03-24,2022-03-05,1,Christmas Island,Congo [DRC],9273.99,2,0,2,1410.89
IDXX35209,Adonis\AS-679,Ms. Jennifer Bennett,F,2015-11-05,2021-03-14,2021-12-26,0,Belgium,Saint Vincent and the Grenadines,7198.68,0,1,2,
IDYY54877,Calisto\CS-575,Mr. Donnie Amenta,M,1989-10-31,2021-04-28,2022-04-07,1,Sierra Leone,Ireland,5014.09,0,0,1,941.05
IDZZ90764,Omega\OG-092,Ms. Janet Delaney,F,1994-11-19,2021-01-14,2021-05-05,1,Oman,Faroe Islands,6504.04,0,1,2,
IDYY02245,Calisto\CS-527,Ms. Suzanne Hofmeister,F,1984-10-20,2021-10-12,2022-05-13,1,Sweden,Gibraltar,3171.83,2,0,1,552.45
IDYY19568,Calisto\CS-290,Mr. Robert Lentz,M,1998-12-27,2021-06-01,2021-11-01,1,Kazakhstan,Iraq,2545.29,0,1,2,858.04
IDZZ84905,Omega\OG-681,Ms. Lauri Plummer,F,2002-07-29,2021-11-12,2022-07-10,1,Malawi,Cuba,12814.9,2,1,2,
IDZZ36548,Omega\OG-262,Mr. Jimmie Sparks,M,1992-12-21,2021-05-31,2021-08-15,1,Sri Lanka,Botswana,6975.66,0,1,2,
IDZZ00163,Omega\OG-809,Mr. Guy Barham,M,2020-12-30,2021-06-21,2021-07-04,0,Germany,Japan,9058.35,0,1,3,1839.24
IDYY15454,Calisto\CS-308,Mr. Manual Taylor,M,1983-03-11,2021-06-29,2021-09-12,1,Georgia,North Korea,6729.0,1,0,2,1496.8
IDYY09588,Calisto\CS-099,Ms. Naomi Walks,F,2006-06-22,2021-11-12,2022-08-07,1,Lithuania,Honduras,9855.29,1,0,2,
IDXX81497,Adonis\AS-456,Ms. Annette Wright,F,2012-07-27,2021-05-13,2022-03-31,0,Saint Pierre and Miquelon,Mayotte,11923.29,1,1,1,1340.84
IDZZ27823,Omega\OG-010,Ms. Diane Farnsworth,F,1981-11-18,2021-04-01,2021-05-19,1,Vatican City,Tanzania,5837.33,1,1,2,999.87
IDZZ90041,Omega\OG-157,Mr. Barry Shelton,M,1981-11-20,2021-01-14,2021-12-26,1,Côte d'Ivoire,Kazakhstan,8093.5,2,0,2,
IDZZ61911,Omega\OG-997,Mr. Joseph Quintanilla,M,2011-04-24,2021-03-01,2022-01-13,0,Indonesia,Serbia,10312.96,2,0,1,809.4
IDZZ42880,Omega\OG-789,Mr. Jordan Caldwell,M,1981-05-09,2021-05-23,2022-03-01,1,Romania,Bulgaria,359.63,0,1,1,486.62
IDYY59764,Calisto\CS-283,Ms. Claire Laseter,F,2005-07-27,2021-03-26,2021-06-19,0,Rwanda,Anguilla,10397.09,2,0,2,1842.89
IDXX71041,Adonis\AS-411,Ms. Maria Burch,F,1993-09-05,2021-11-01,2022-09-18,1,Latvia,Dominican Republic,8564.39,2,0,2,
IDXX44116,Adonis\AS-774,Ms. Lisa Abrams,F,2017-06-23,2021-08-27,2022-07-30,0,Spain,Lebanon,3559.37,1,0,2,1013.18
IDZZ00771,Omega\OG-209,Ms. Peggy Fox,F,2016-12-08,2021-11-08,2022-10-28,0,Central African Republic,Gabon,1325.01,2,0,1,259.97
IDXX85719,Adonis\AS-947,Mr. James Gill,M,2012-03-30,2021-07-01,2022-02-27,0,Macedonia [FYROM],Saint Pierre and Miquelon,5984.31,1,0,2,1497.64
IDYY78057,Calisto\CS-413,Mr. Rogelio Reynolds,M,2019-04-18,2021-06-27,2021-12-24,0,Bouvet Island,Puerto Rico,10435.55,2,0,1,1010.78
IDZZ15895,Omega\OG-451,Mr. Randal Russell,M,1981-01-28,2021-01-28,2022-01-07,1,Singapore,Honduras,17887.16,1,1,1,1337.95
IDXX56910,Adonis\AS-197,Ms. Dolores Smith,F,2010-01-28,2021-06-14,2021-10-04,0,Panama,Nigeria,9810.05,2,0,2,2155.56
IDYY65737,Calisto\CS-764,Mr. Raymond Daus,M,2011-02-10,2021-09-21,2021-10-19,0,Brunei,Uzbekistan,6443.28,1,1,2,1196.24
IDXX32835,Adonis\AS-557,Mr. Wesley Prescott,M,2008-06-20,2021-08-08,2021-11-25,0,Fiji,Gibraltar,17809.47,1,1,2,
IDZZ07314,Omega\OG-787,Ms. Ada Berry,F,2019-08-23,2021-09-02,2022-04-22,0,Albania,Equatorial Guinea,4508.52,1,0,1,564.44
IDYY51967,Calisto\CS-299,Ms. Colleen Bullard,F,2013-05-11,2021-08-29,2021-11-10,0,Comoros,Eritrea,3045.17,0,0,2,
IDYY90937,Calisto\CS-987,Ms. Laurie Gourley,F,2017-05-20,2021-12-10,2022-09-19,0,Christmas Island,Chile,14894.6,2,1,1,1238.92
IDYY89404,Calisto\CS-453,Ms. Beatrice Nolan,F,1989-01-19,2021-12-19,2022-10-20,1,Puerto Rico,Macau,15537.66,2,1,1,1384.45
IDZZ06168,Omega\OG-818,Ms. Lucia Stump,F,1986-01-15,2021-10-12,2022-07-23,1,Grenada,Philippines,17213.54,2,1,2,2122.51
IDYY09043,Calisto\CS-824,Ms. Erica Russell,F,2000-10-06,2021-01-23,2021-05-12,1,Ecuador,Kazakhstan,13903.17,2,1,2,
IDZZ78009,Omega\OG-501,Ms. Katy Morgan,F,1996-12-11,2021-01-31,2021-06-24,1,Cape Verde,Gambia,979.19,1,0,2,
IDYY53090,Calisto\CS-815,Ms. Elizabeth Prey,F,2019-04-05,2021-09-19,2021-10-20,0,Philippines,Palestinian Territories,8942.77,2,0,2,1614.52
IDZZ16356,Omega\OG-857,Mr. George Harris,M,1982-01-15,2021-08-30,2022-06-25,1,Mongolia,Norway,5887.51,2,0,2,
IDZZ05328,Omega\OG-430,Mr. Mark Nelson,M,2000-03-31,2021-02-13,2021-12-10,1,Jersey,Tajikistan,5750.69,2,0,1,641.77
IDXX08896,Adonis\AS-252,Mr. Steve Hodges,M,2001-05-26,2021-06-07,2021-06-17,1,Christmas Island,Saudi Arabia,7616.05,0,0,2,2022.21
IDYY64789,Calisto\CS-497,Mr. John Jarrard,M,2008-12-14,2021-11-16,2022-06-17,0,Gabon,Cambodia,10405.39,2,1,1,
IDXX37778,Adonis\AS-559,Mr. Daron Hunt,M,1988-10-19,2021-09-27,2022-05-25,1,Netherlands,Algeria,2699.55,1,0,1,
IDXX18511,Adonis\AS-468,Ms. Joye Miosky,F,2009-05-04,2021-11-24,2022-02-02,0,Eritrea,Estonia,4985.21,0,0,2,
IDYY46037,Calisto\CS-376,Mr. James Legan,M,1980-10-14,2021-03-09,2021-07-02,1,Djibouti,Belize,13763.23,1,0,2,2622.99
IDXX47667,Adonis\AS-174,Mr. Joel Jarman,M,1986-05-01,2021-06-21,2021-08-06,1,Bahrain,Norfolk Island,13910.87,1,0,2,
IDZZ70967,Omega\OG-678,Ms. Yesenia Kropf,F,2002-04-12,2021-10-17,2021-10-29,1,Guinea,Côte d'Ivoire,529.26,1,1,2,425.06
IDYY80958,Calisto\CS-829,Ms. Patricia Simms,F,2011-04-21,2021-02-02,2021-05-22,0,United Kingdom,Australia,15222.75,2,0,2,
IDXX17333,Adonis\AS-014,Ms. Nancy Meyerhofer,F,2004-01-16,2021-02-27,2022-01-25,1,Angola,Congo [Republic],1242.45,0,0,1,
IDYY75078,Calisto\CS-775,Ms. Doretha Carter,F,2016-11-25,2021-10-15,2022-01-12,0,Antarctica,Ireland,14335.09,1,0,2,2587.58
IDYY03868,Calisto\CS-808,Mr. Adrian Hodges,M,1994-04-21,2021-07-09,2022-01-07,1,Heard Island and McDonald Islands,Lebanon,10340.08,2,1,1,
IDXX81301,Adonis\AS-070,Mr. Rickie Henriquez,M,1980-02-10,2021-01-28,2021-06-10,1,Christmas Island,Uruguay,14863.48,1,1,2,3024.68
IDYY70864,Calisto\CS-860,Ms. Amy Olmstead,F,1987-05-05,2021-06-25,2022-03-26,1,Niger,Turkey,3543.34,2,1,2,776.36
IDZZ36738,Omega\OG-531,Mr. Chad Carey,M,2002-07-11,2021-01-20,2021-09-25,1,Slovakia,French Polynesia,16449.45,2,1,2,
IDXX09366,Adonis\AS-332,Ms. Blanch Danson,F,1990-05-10,2021-10-25,2021-12-27,1,Guernsey,Turkmenistan,4945.91,0,1,2,1349.83
IDYY75252,Calisto\CS-556,Ms. Monique Gutierrez,F,2019-12-28,2021-03-09,2021-11-20,0,Liechtenstein,Serbia,957.24,0,1,2,
IDXX43796,Adonis\AS-653,Ms. Anna Perez,F,1985-12-29,2021-11-01,2022-06-21,1,French Polynesia,Bahamas,9134.92,2,1,1,1100.54
IDXX29381,Adonis\AS-988,Ms. Vera Ouye,F,1985-07-09,2021-11-17,2022-03-04,1,Denmark,Kiribati,14147.03,1,1,2,2903.84
IDYY26022,Calisto\CS-971,Mr. Bradford Green,M,1988-02-22,2021-02-24,2021-06-08,1,Guam,Philippines,2495.07,1,0,2,827.59
IDZZ59311,Omega\OG-482,Ms. Gwendolyn Allen,F,1997-03-10,2021-05-22,2022-05-04,1,Honduras,Cook Islands,8993.92,1,0,1,
IDZZ21407,Omega\OG-876,Ms. Alice Rudolph,F,2007-02-17,2021-11-07,2022-05-23,0,India,French Guiana,14137.46,1,0,1,
IDXX49162,Adonis\AS-243,Mr. Adam Page,M,1984-01-23,2021-10-28,2022-03-22,1,Japan,San Marino,9571.3,1,1,2,2079.87
IDXX58939,Adonis\AS-007,Mr. Robert Anderson,M,1982-08-05,2021-08-15,2022-06-19,1,Singapore,Taiwan,3099.18,2,1,2,
IDZZ08571,Omega\OG-039,Ms. Leann Kroll,F,2019-09-29,2021-07-14,2021-09-03,0,Mayotte,Isle of Man,8810.22,2,0,2,1243.93
IDXX73408,Adonis\AS-044,Mr. Brian Hernandez,M,2000-01-06,2021-08-22,2021-11-09,1,Cyprus,Anguilla,9431.04,0,1,2,2149.24
IDZZ83542,Omega\OG-073,Ms. Lorraine Conyers,F,1999-03-22,2021-04-10,2021-12-18,1,Libya,San Marino,2006.59,0,0,2,763.69
IDYY79735,Calisto\CS-027,Mr. Johnny Escobar,M,1996-11-25,2021-06-24,2022-01-10,1,Suriname,Samoa,12940.13,2,1,1,1203.47
IDYY12779,Calisto\CS-384,Ms. Katherine Lee,F,2021-07-12,2021-05-04,2022-04-21,0,Botswana,Zambia,1076.96,2,0,1,265.8
IDYY46623,Calisto\CS-410,Mr. Charles Watlington,M,2006-06-07,2021-01-08,2021-03-14,0,Indonesia,Saint Helena,13387.26,2,1,2,
IDZZ83388,Omega\OG-050,Ms. Stephanie Ybarra,F,2018-07-31,2021-03-18,2021-04-20,0,Jamaica,Brunei,17191.57,2,0,2,2253.16
IDXX16447,Adonis\AS-128,Ms. Marjorie Eggers,F,1992-11-02,2021-05-13,2021-09-29,1,Cyprus,Niger,3175.91,2,0,2,939.97
IDZZ45189,Omega\OG-009,Mr. Joseph Deutsch,M,1997-04-01,2021-08-15,2021-09-17,1,Latvia,Moldova,1084.48,0,1,2,592.37
IDXX98596,Adonis\AS-525,Ms. Kristine Zmolek,F,2011-05-30,2021-01-04,2021-03-05,0,French Southern Territories,Saint Pierre and Miquelon,16074.98,1,1,2,3164.26
IDYY93462,Calisto\CS-278,Ms. Vicki Schuler,F,1991-09-05,2021-06-16,2021-10-14,1,Mongolia,Armenia,4698.4,2,1,2,945.24
IDZZ61403,Omega\OG-787,Mr. Lance Dodson,M,1984-08-15,2021-03-26,2021-04-13,1,Liberia,Latvia,6351.98,0,0,2,1272.72
IDZZ48504,Omega\OG-281,Mr. Paul Fraughton,M,2008-06-24,2021-09-20,2022-05-30,0,Comoros,Taiwan,9267.23,0,1,1,870.25
IDXX72972,Adonis\AS-034,Ms. Charlotte Shives,F,2021-05-31,2021-12-05,2022-05-01,0,Mauritius,Turks and Caicos Islands,14795.77,1,0,2,3266.36
IDXX52635,Adonis\AS-880,Mr. Michael Flipp,M,2010-03-05,2021-09-05,2021-10-02,0,Turks and Caicos Islands,Chad,9442.37,0,0,3,3232.15
IDXX82883,Adonis\AS-336,Mr. John Troutman,M,1985-08-03,2021-06-07,2022-02-25,1,Senegal,French Guiana,4400.73,2,1,1,667.17
IDXX22325,Adonis\AS-144,Mr. Maximo Fish,M,2016-04-04,2021-09-11,2022-04-05,0,São Tomé and Príncipe,Tonga,17691.96,2,1,1,1778.52
